,ratings,comments
3060,5,응
3061,10,와우~ 전라도 친구가 보고 와서 강추 ~ 한국영화도 이렇게 잘만들 수있는가 놀람. 7번방의기적처럼 억지 춘향이 식의 눈물짜기가 아닌 리얼 눈물.
3062,10,인간미가 넘치는 좋은 가족영화라 생각됩니다...세대간 서로를 이해하며 사랑해 줄수 있게 만들어주는 그런 감동이 있는 영화인거 같네요 
3063,10,잘 봤어요^^
3064,10,너무 감동적인 영화였어요~~ 이 영화를 정치적인 관점으로만 보려고 하는 사람들이 이상한듯~~
3065,0,자칭 보수라는 생퀴들 어느놈하나 베트남고엽제피해자들 거들떠도 안보는게 수구들이 종북좌빨이란 노무현이 특별법까지 만들어서 지원해주니 베트남고엽제피해자 그 개만도 못한생퀴들이 노무현이 빨갱이란다 카악퉤.... 개만도 못한 생퀴들....
3066,10,"우리들과 우리들의 부모님이 지나온 추억에 영화라는 좋은 기술이 실렸는데, 뭐 나쁠게 있노. 마음을 똑바로 해야 세상이 똑바로 보이는 게다. 여기에 뭐 박정희 운운하면서 토를 해 대노..."
3067,10,"살기어려울 때는 극복할 수 있는 힘이 있으나 잘살면 극복하기가 어렵고 그때를 모르고 내가 냅내하는 식의 이기주의자가 된다.어려운과정에 정치,경제 모두분야가  흔들렸다면 오늘이 없을 것이다. 오늘날 필립핀은  50년대 우리나라 보다 10배 잘살얐다고 하는데 지금은 우리나라 보다 10배 못산다"
3068,5,ㅗㅗㅗ
3069,10,"60년대 말에 태어나 625는 물론, 베트남전 참전했다 다쳐서 돌아오신 분이 마을공터서 담배피시던 모습 정도만 어렴풋이 기억하는 세대입니다. 황정민씨가 맡았던 덕수란 분이 저의 부모님세대이시네요. 요즘 2,30대들은 공감이 안오겠지만 아버지와 할아버지가 살아오신 얘기들이 기억나 눈물이 많이 났습니다. 고맙습니다"
3070,10,"가슴에 와닿는 대사가 있네요. 황성민이 가족을 위해 베트남에 가서 가족에게 편지를 쓴 내용 ...'다행이지 않느냐. 우리 아이들이 6`25전쟁을 겪지 않아서, 독일로 석탄캐고, 시체닦지않아서, 베트남전쟁에 참여하지 않아서' 등등의 편지 ... 저 또한 겪은 세대는 아니지만 보고자란 세대이기에 .. 애잔한 감동이 있네요"
3071,0,알바들노답
3072,0,거짓말로 가득찬 박정희 찬양영화입니다
3073,10,허지웅이란 인간 옆에 있으면...
3074,0,이것도 영화냐?
3075,10,"아버지 어머님 그리고 할아버지,할머니 너무나도 감사합니다. 당신 그 모진 고생으로 이룩한 이나라.지금 아무리 어렵더라도 ..님들을 생각하니 그냥 내자신이 초라 해집니다. 감사합니다."
3076,9,부모님 세대를 다시 한번 돌아볼 수 있는 좋은 영화였습니다. 기분전환으로 가볍게 보러갔다가 조금은 마음이 무거워졌네요.하지만 충분히 볼만한 가치가 있는 영화였습니다. 배우들의 열연도 볼만 하구요.
3077,10,진중권 허지웅보면 토나온다.
3078,1,어거지느낌이...
3079,2,그냥 할머니+할배하고 집에서 케이블로 보면 딱...60~70년대 달동네 드라마라고 할까...그냥 그래요...
3080,0,진짜 아니다
3081,10,"진중권, 허지웅의 이야기는 억지다"
3082,10,진짜 엄청난 감동.. 너무 슬퍼지려할때 오달수 씨의 연기로 빵터지고 또 감동적이고..  꼭 보세요!! 안보시면 후회합니다!
3083,10,재미있어요
3084,7,예전생각나네
3085,1,억지울음 만드는 신파
3086,9,별 기대 안하고 봤는데 재미 있었음. 황정민 김윤진 연기 쩔었다. 
3087,6,"한낱 대중영화감독에게 정교한 정치적 배경이 있을 것 같지는 않고, 한편으론 아버지세대의 생고생을 모르는 것도 아니지만,  그 눈물겨움 이면에 오래도록 어둡고 칙칙하게 질곡되어온 배경이 아주 깔끔하게 빠져있는 것이어서, 어느정도의 공감에도 불구하고 잘해야 아랫도리 허전한 신파류의 평작으로 남는 것이지.. "
3088,10,진짜  볼만한 영화
3089,1,진짜 쓰레기영화~~~내 돈 내놔라 짜증난다 진짜
3090,1,종편에서 환호하는 영화
3091,0,"아... 엄청기대햇엇는데 ㅠ,.ㅠ"
3092,1,조까는스토리...보다가 토나오는줄알엇다..
3093,10,오늘을 있게한 아버지세대의 이야기 살아갈 이유와 감동을 안긴 영화
3094,10,학교선생님들이 제일 먼저보시고 사명감갖고 학생들을지도하시길..
3095,9,재미있다는 얘기를 듣고 친정 엄마랑 중1 아들이랑 같이 보러 갔는데 아들이랑 저 눈물 줄 줄~ ㅠㅠ 마음이 많이 아팠네요..  열심히 살아야 되겠어요 ㅠㅠ
3096,10,"그 시대를 산 세대가 추억하며 향수를 느낄 수 있는 영화. 최근 90년대 복고에 열광하는 지들이 하면 향수고, 기성세대가 하면 토나오는 정신승리. 엄연히 저 시대를 산 사람들이, 가깝게는 가족으로 존재하고,고생해서 고생했다고 하는게 왜 대체 욕먹을 일이냐. 도저히 부모에게 듣고 배운것도 없이 살았다고 밖에는."
3097,10,감동적이었습니다  마지막장면 지금은 안계시지만 아버지가 그리워 눈물많이 흘렸습니다ㅠㅠ
3098,9,대한늬우스를 보는데 왜이리 눈물나지
3099,1,무슨 의도로 만든건지 눈에 보인다... 이걸보고 울거나 감동했다면 앞으로 살아가는데 굉장히 힘들거라 본다.. 올바른 가치관과 세계관을 키워야할 시대인거같다...
3100,1,대한뉴스를 보는 느낌이라고나 할까...
3101,7,옛향수를 자극하는 박정희 시대.보수를 대변한다고 안보겠다 하는분들 계시던데.. 저도 진보성항을 가졌지만 정치색을 입히기엔 부족한 영화. 그냥 추억으로 그땐그랬지 하며 볼수 있음. 부모님들은 굉장히 만족하셨다. 왜 제목이 국제시장인지 알수없는영화. 마지막에 대형마트에 밀리는 전통시장 쪽으로 가닥잡았으면..하
3102,4,정치적으로 이용할만한 이런영화는 에혀.
3103,10,황정민씨  감탄하다못해  소름끼치는연기  짱이였어요   국제시장을보며  불과 몇십년전에  일이거늘 스마트폰 시대에살다보니  아직도 눈에보이지않는 줄다리기  전쟁속에  살고있건만  저먼  남에일인양  흥청흥청  잊고살았음을  일께워준영화  아버지  어머니 세대에  목숨을건  가슴아픈 사연들로  
3104,6,꽤 심혈을 기울인 영화... 슬픈 역사를 지녔던 과거... 70년대 나는 육성회비 300원이 없어 두들겨 맞을 두려움에 학교도 못가고.. 이런 이야기는 자식에게 절대 못하겠던데..영화는 잘도 이야기 한다. 무슨 무용담처럼
3105,5,차라리 한편의 연극이였더라면...
3106,0,재미없다
3107,10,한해를 마무리하며 따듯한 가족애와 사랑을 느낄수 있는 정이 묻어나는 감동적인 영화입니다 
3108,6,"살기위해 아둥바둥하는 서민들의 이야기를 잘 그려냈다. 근데, 이 영화를 정치적으로 이용해 먹는 놈들은 뭐냐?. 대부분의 서민들의 삶은 저러했어. 그리고 그 자식들이 공부하며 깨어나 이만큼의 민주주의를 이룬거지. 그냥 영화만 보고 이러쿵저러쿵 하는건 아니지, 저 시기엔 저랬어야 했고,"
3109,8,너무 감동 했습니다  근데 토가 나왔다는 사람들은 도대체 어떤 맘을 가졌는지 이해가 안되네....
3110,0,연출이 별로다......
3111,10,명동 롯데시네마에서 봤는데 어르신들이 많았다. 눈물바다였다. 그시절 그때가 생각나신  모양이다. 그분들처럼  맘놓고 울순없었지만 빰에서 눈물이 흐르는것이 계속 되었다. 이영화를 보고 울지않는자 상종말아라. 인간의 근본은 정이다.  가족을 위해 이시대 아버지는 그렇게 힘들어도 산다. 올해본 영화중 최고였다!!!
3112,10,"추억팔이?.. 그럼 무한도전 ""토토가""는........."
3113,10,따뜻한가족영화네요. 부모님과 한번더보고싶은 추천영화입니다~
3114,0,.....
3115,10,세대이념 정치적 고려 이런 것으로 폄훼할 영화아닙니다. 우리 현대사에 열심히 산  아버지들의 이야기 입니다.
3116,0,솔직히 이런 산파극 역겹습니다. 이명박근혜 정권을 출범시킨 기성세대들을 후손들은 어떻게 평가할까? 비정규직 전전하며 과연 고생했다고 말할수 있을까? 이건 아니올씨다! 
3117,10,좋은영화다 앞으로 이런 사실에 기초를 둔 영하가 많이 만들어지길 바란다\
3118,10,부모님들의 노고를 깊이 생각해 보는 시간이었습니다.
3119,0,조선일보와 일베충들의 호들갑이 영화에 대한 정당한 평가를 가로 막고 있다. 정치색을 배제하고 대중적 상업영화를 만들려고 했다가 처절하게 정치적으로 되어 가네. 대한민국호가 침몰하지 않기 위해서는 좃선과 일베 같은 미치광이들부터 하선시켜야 한다. 한 줌도 안되는 것들에 너무 많은 권력이 쥐어져 있다.
3120,10,그 세대의 노고와 희생이 있음으로 오늘의 우리가 편안이 있는것~ 잊지말아야 할것들에 대한 영화임
3121,8,잠깐동안 옛추억을 생각나게 하는 그런 영화였어요
3122,10,감동과 재미 짱~
3123,1,"원래 다수의 노력을 통해 얻은 이익은 소수가 가져가기 마련이다. 그렇다고 다수의 노력을 폄하할 수는 없겠지만 부조리한 시대에 사는 사람들이 아파하는 지금, 다수의 노력에 대한 찬양과 같은 영화는 그 시기가 적절하지 않은것만은 사실이다."
3124,8,이 영화를 보고 정치적이라고 하는 놈들은 뇌검사 받으러 병원 꼭 가라..... 대작까진 아니지만 시대적배경에 적절히 웃음코드 섞어서 잘 버무렸다고 본다.
3125,10,"볼만합니다,,조금 작위적인 표현도 없지는 않으나,,그 시대의 아픔을 잔잔히 그려낸 수작입니다..황정민의 연기력에 2% 아쉬움(기대가 크서 그럴수도)..김윤진의 연기력은 기대이상.."
3126,0,일베가 영화 리뷰 알바도 하나. 영화 리뷰레서 좌좀타령 변호인 타령 하고있네. 쓰레기 인생들 인터넷좀 안하면 안되나.
3127,10,유쾌하면서도 찡한 영화. 포레스트 검프가 얼핏 떠오르고 슬쩍슬쩍 가볍게 또 찡하니 무겁게 나를 울리던 영화~ 꼭 보시라~^^
3128,10,그 시대의 삶을 포용하려 들지 않고 그저 사상의 안경너머로만 바라보려 하면 보이지 않는 사람들의 이야기.
3129,8,이정도면 감동적인거 아닌가 한국 현대사를 잘보여준거 같네요. 고생했던 아버지세대를 돌아보는 계기도 됐구요
3130,0,저질 선동영화 ...추억팔이 그만해라 토나온다.
3131,9,우리의 부모님세대. 아니 피난 나오신 우리 부모님 생각에 눈물이 많이났습니다. 부모님세대의 고생으로 지금 이 나라가 있게 되었음을 부정할 수는 없으니까....
3132,8,"한국현대사를 조금은 가볍게 건드린듯한 ,하지만 그보다 잔인했을 우리 아버지들의 이야기같습니다.첫장면들이 인상적이데 참 우리영화의기술이 많이 발전했구나 생각이듭니다.근래 본기드문 괜찮은 영화입니다 연기자들이 영화의 어색한 부분을 살려주는듯하네여 추천해봅니다"
3133,0,공산당이  시러요  ?? 이승복이 다시 태어나야 할거  같어ㅠ
3134,1,박통의 은공을 잊지말자는영화? 여대생끼고 시바스리갈먹다 부하의총에 뒤진 독재자 닭까끼마사오의 은공을 잊지맙시다
3135,8,재미있고요.포래스트검프와 제작기법이 똑 같네요.
3136,10,감동적이고 눈물이 마르지않습니다 이념논쟁에서 핍박당해도  감동과 교훈은 거부할수없습니다
3137,1,좀 뻔한 영화...  잘좀 만들지...ㅉㅉ 돈주고 발품한 내 노력에 그나마 평점 1을 줍니다
3138,10,옛날생각나고 정말 감동적으로 관람했네요 울고웃고 젊은층보다 30대이후 분들게 추천드리고 십습니다 ~ ^^
3139,3,한국판 포레스트 검프 하지만 재미와 감동은 미치지 못하는.
3140,9,눈물을 흘리고봤네요. 부모님 세대의 영화라 그런지  마음이 짠하네요.
3141,0,빵점드려요. 다음에는 잘 만드세요.
3142,10,감동적인 영화였어요
3143,2,포레스트 검프 한국판
3144,1,스토리는 우리시대의 아품과추억이살아 녹았다 그러나 영화에 빨대꽂아  무임승차할여는 인간들이 영화를 망치려한다
3145,10,굿!!!
3146,1,돈 아까웠다
3147,0,영화는 다큐가 아닌데 또 다큐 찍고 앉았지? 상상력과 재미로 관객을 즐겁게 해줘! 그게 영화야..
3148,10,"모든 출연자에게 반했어요ㅠㅠ 황정민 씨는 당연하고 김윤진  씨, 오달수 씨, 장영남 씨, 정진영 씨, 라미란 씨, 김슬기 씨!!! 그리고 의외의 인물이 등장해서 놀랬어요... 연기자 출신이 아님에도 정말 맛깔스러운 연기였습니다. 또 영화 보는 내내 사소하게 챙길 포인트가 많아서 시간 가는 줄 모르고 봤어요ㅠ 최고였습"
3149,10,가족들과 함께 봤습니다. 모두가 울고 웃었어요. 연말에 소중한 선물 감사합니다.
3150,1,아침해가 밝았네
3151,10,재밌다 
3152,6,아팠던 그 시절의 이야기
3153,10,내가 영화관람에 관대한 것은 있지만 이건 진짜 한국판 포레스트검프네...잼 있었다. 잼없다는 분들은 아마도 너무 평론적인 영화만 보시는 것 같다. 난 그냥 이런 소소하고 웃기는 영화가 좋다. 너무 평이 안좋아서 그냥 그러려니 하고 봤는데 감동과 웃음으로 잘 만든 영화인듯 함. 내일은 부모님 표 사드려야할 것 같음.
3154,10,굿 짱 재미있고 감동적입니다. 감사 감사 또 보고 싶은영화네요 
3155,10,좋은영화 감사합니다. 감동적인 장면엔  눈시울이 붉어졌어요  좋은영화 만들어주셔서 감사합니다. 
3156,10,아 진짜 여친옆에서 펑펑울었네...어찌 삶이 그리 기구하오...ㅜㅜ
3157,10,울다가 울다가 감동이었다. 앞선세대에게 고마운 마음이 들었다.
3158,10,아주 감동적
3159,10,여러 사건이 나와서 그런지 지루할 틈이 없었고 초반에 흥남철수 장면부터 눈물이ㅠㅠ 배우들 연기도 흠잡을데 없었음 다만 덕수만큼 힘들게 살지도 않았던 영감들이 영화를 보고 공감해서 젊은사람들한테 니들은 고생도 안해봤다는 식의 말은 안했으면
3160,5,부산출신으로 국제시장에 대한 자부심이 강했는데..이 영화에서는 제목만 빌려쓰고 내용은 드라마식 기록 영화이네요. 제목의 가치를 못하여서 아쉬워요 ㅜㅜ
3161,10,굿
3162,10,감동!
3163,10,변호인에 비하면 정치적 요소 제로다.
3164,3,보고나면 좀  후회가되는 영화 같네요
3165,6,아버지세대에서는 막노동을 해도 희망이 보이지만 아버지 후세대인 지금은 그 희망이라는 단어조차 없다 아~ 미생이 기하급수적으로 늘어간다
3166,5,아버지 세대들에게 바치는 자화상 그러나 속이 꽉찼다고는 할 수 없다
3167,10,아까 보고 왔는데 진짜 아무리 참고 참아도 눈물이 물 틀 듯이 나오더라. 산업화 세대 어르신들에 대해 항상 고마워하고 있었는데 이 영화를 보면서 왜 고마워해야 하고 그 분들이 어떤 아픔을 겪으시고 조국을 위해 무엇을 하셨는 지 더 다가간 거 같다. 감사합니다.
3168,10,부모세대에 대한 고마움. 좋은 영화입니다. 가족들과 함께 보세요
3169,10,연기자들의 명연기가 너무나 돋보이는 감동적인 영화!
3170,6,베충이들 난리 났네.
3171,10,오랜만에 영화보면서 나도 모르게 눈물이 흘렀다!
3172,2,"나도 처음에는 눈물 찍으면서 봤는데 영화 끝부분에서 감독의 노골적인 의도가 보여짐. ' ""아버지,이만하면 내 잘 살았지요"" 하면서 주인공은 울고있는데 옆방에서는 그 주인공을 늘상 타박주던 자식들이 하하호호 웃고있다.   우리 아픈 역사를 이런식으로 밖에 못 만드나.."
3173,10,"이 영화는 정치적인 내용도 없으며 정치적으로 해석하여 편가르기에는 동의하지 않습니다. 내 어릴적 뛰어 놀던 국제시장, 용두산공원이 배경이라 더욱 좋았고 실제 국제시장 상인중에는 헤어진 부모형제를 기다리며 가게를 팔지 않던 분들이 많이 있었다고 합니다."
3174,10,0점 주는 사람 정체가 뭐예요? 너무 감동적인영화~~ 부모님 영화표 구입했어요^^
3175,10,좌빨들 변호인이후 새로운빨갱이영화 나올때가됬는데... 하긴 거짓.먹튀.통장잔고제로.거기다 코너의몰리면 우기기까지하니....ㅋㅋㅋ  참좋은영화인데 좌빨들쳐씨부리는거좀봐라... 거지새끼들...ㅋㅋㅋ
3176,3,너무기대 실망
3177,10,"정치적으로 색깔 입히지말고 우리 역사 속에서 민중들이 살아온 삶의 흔적을 보며, 오늘의 삶을 이해해보고 행복한 가정의 미래를 위해 서로 생각볼 수 있는 따듯한 영화. "
3178,0," 암덩어리가 좋아합니다,일베충이 찬양합니다,뼛속친일파 윤서인이 적극 추천합니다. 쓰레기에 쓰레기들이 추천하는 영화는 안봐도 쓰레기. 쓰레기들의 축제 국제시장 토나오네요 ㅡㅡ"
3179,10,힘들게 살았던 부모세대들의 기억을 다시한번 되살리게 해준 감동적인 영화  영화중간중간에 훌쩍거림도 정겨웠다..배우들의 명연기로 완성도 높은 영화이다
3180,10,많은 영화 중에 가장 감동적이고 따뜻한 영화입니다. 부모님의 사랑과 가족의 사랑을 그린 영화로 웃다가 울다가 ~~~ 꼭 보라고 권장합니다.
3181,0,일본의 영화 영원의 제로와 다를게 전혀 없는 영화... 일본에서는 대박쳤다징... 심지어 정치색이 없는 영화라고 하더라... 가족의 약속을 위한 한 남자의 일생 ㅋㅋㅋ 
3182,10,보는동안 내내 울고 웃고 너무 감명깊게 잘봤어요. 
3183,10,"우리나라 좌빨들이 얼마나 옹졸하고 쓰레기들인지.. 여기 별점 테러 하는 넘들 보면, 알수 있지.. 변호인은 있지도 않은 사실을 있는것처럼 만든 허구자체인 정치영화라면.. 국제시장은 사실을 기반으로  만든 휴머니즘 영화이다.."
3184,10,스탭이나 연기자나 따뜻한 마음을 담아냈다고 느낍니다..
3185,10,오랫만에 보는 재미도 있고 찡한 감동의 여운이  남은 영화
3186,0,0점도 후하다.
3187,10,재미있고 감동적이다. 중간 중간 숨은 그림 찾기 같은 재미있는 것들이 나온다. 
3188,0,꼭 보세어! 그러나 제 점수는요.
3189,0,망구년 때문에 안본다 ㅅㅂ 조금 있으면 교실에 망구 사진 걸라고 하겠다. 앞으로 나가도 시원 찮은데 뒤로가고 있으니쯧
3190,10,정말 재밌게 봤어요 이걸 10점 안줌 어떤걸 주나요 0점준분은 정상이 아닌듯 8점이하들은 이상한분들 넘 재밌게봐서 10점 줬어요
3191,10,영리하게 잘 만든 작품이다. 이런 영화를 안보면 어떤 영화를 볼까? 강추다..올해 최고의 한국 영화다.ㅋㅋ
3192,6,"부모님과 함께 볼만한 훈훈한 가족영화로써 나쁘진 않았다..,아버지 세대의 대다수의 서민들은 먹고 살기에 바빴던 시절..사실 정치문제는 일부 지식인들과 선각자들 몫이였었고,철저하게 박정희 유신독재에 쇄뇌되어 지금의 북한처럼 독재자를 찬양할 수 밖에 없었던 슬픈 자화상같은 우리 현대사를 훈훈하게 엮어냈다"
3193,10,아버지 시대를 너무잘 표현한 최고 작품이다
3194,10,우리선배들의 모습을 봐서 정말 눈물거웠다
3195,10,감동과 웃음   최고에요
3196,0,진짜 쓰레기다... 보고 후회했다~ 이런 영화는 왜 만든거냐~
3197,10,영화를 보고났더니 이영화를 비판하는 평론가들의 글을 봤다..보기전에 평론가들의 글을 봤다면 선입견 때문에  영화를 보는동안 거북할수도 있겠다생각한다..선입견없이 본 느낌은 이영화 돈아깝지 않다..왜 정치적 시선으로 이영화를 봐야하는건지?  
3198,10,우와
3199,0,패배한 기성세대들을 위한 자기위안 영화. 일본군의 만행을 미화한 일본 우익 영화와 다를바가 뭐가 있나? 자기들이 개고생했으니 우리가 한 일은 다 옳다? 과거에 자신있다면 배트남전에서 배트남인들에 한 일은 왜 뺐나? 열심히 일했다고? 부동산 투기 때문에 집값올라서 젊은이들이 고생하는건 왜 뺐나?
3200,5,아~~쓰버~~황정민 좋아해서  볼려구 했는데 떡그네가 깝치는 바람에 급욕구가 식었네 하~~~떡그네 때문에 되는일 없다~~~ 쓰버~~~~
3201,10,최고의 영화!! 이 영화를 두고 편하하는 일부 사람들의 사상이 의심스럽니다.. 두 글자.. 왜 나는 그 말이 떠오르는지...
3202,7,아직 이 영화 안봤는데.. 이념이고 사상이고 시끄러워서 원;;;  기대평은 7점정도...
3203,1,영화는 볼 만 했습니다.  하지만 영화를 이용하는 정치권과 기득권층이 더 재미있네요.
3204,10,그시대 어른들의 희생이없다면 지금도없다.
3205,1,"이게 뭐 영화라고... 자기 지역만 나오면 우르르...... 쥐새끼들인가? 영화도 아닌 것, 개발시대 이데오르기 그대로...."
3206,8,슬펐던 우리 나라 근현대사 
3207,5,"왜?영화로 보지를 않지? 노력하고,헌신한 세대가 있는데,그 버팀목  위에 지금이  있는데,부정만 하는건~안닌듯~^^."
3208,10,여운이 오래 남는 영화입니다 너무 깊게  따지지말고  관람했으면 좋겠네요
3209,1,아버지 수고하셨어요는 하겠지만 박근혜가 나라를 그꼴로 만들면서 충성하라고하는거에 반감샀다
3210,0,쓰레기 영화
3211,10,평점테러 머냐 1점 올한해 최고의 영화다 감동의눈물 꼭보길
3212,10,너무재밌어요
3213,1,친일파 매국노에 관한 영화는 없나?
3214,6,그들을 위한 레미제라블.
3215,8,재밌네요 부모님과 모시고 보면 좋을듯해요  부모님께 옛 추억을 선물하세요 그냥 단순히 보면 되는데 무슨 잡소리 들이 이리 많은지... 영화는 영화일뿐....
3216,10,명불허전 좌음새끼들ㅋㅋㅋㅋㅋㅋㅋ박통얘기가 어디나오냐ㅋㅋㅋㅋ
3217,0,10점과 0점사이 .. ㅋㅋ 망이네
3218,10,가족함께 눈물좀흘렸네요........good
3219,2,그냥 저냥 뭐......
3220,0,박정희 찬양..? ㅋㅋ 
3221,10,황정민 굿맨~~
3222,0,실망....
3223,0,노예유발 영화  이런영화를 보고 감동 받았다고 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
3224,5,수첩이 칭찬하니 더 보기 싫다
3225,9,울다가 웃다가... 나 어릴적 생각도 나고... 명량보다 훨씬 잘 만든영화에요 특히 이기적인 요즘 세대들의 자녀들이 보면 좋겠다는 생각이 듭니다 가족이 뭔지... 
3226,6,송강호가 출연하는 영화를 보는 것은 언제나 가능할까요?
3227,9,초등학생아들과 같이 봤습니다. 조금이나마 우리나라의 과거 어려운 시절을 알려줄수 있었고 가족을 한번더 생각해 보는 기회가 됐습니다.
3228,0,ㅋㅋ
3229,10,변호인 나올땐 찬양일색이더니 국제시장은 왜 까냐 ㅋㅋㅋㅋ 누가 정보전사집단아니랄까봐 ㅋㅋㅋ
3230,9,왜 이 영화가 진보와 보수의 논란에 휩쌓이게 되었는지 이해가 안되네요. 그냥 질곡의 세월을 견디며 치열하게 살아낸 우리 부모님들이 말로는 다 하지 못하는 이야기들을 조금이나마 풀어낸 영화이던데...  
3231,0,ㅉㅉ 배우들 실망
3232,10,최고라 자부하는 영화
3233,10,시대의 아픔을 다시 한번 느끼게 해준영화.. 시대를 잘 타고 태어나야됩니다. 그시절 굳건하게 잘 살아준 어른들 덕분에 오늘날 대한민국이 존재하겠지요. 요즘 아이들은 가족을 위해 그렇게 희생할수있을까요??
3234,10,그 시대 서민들 !!  그분들이  있었기에  지금의  대한민국이  있습니다.  부모님 감사드립니다.
3235,0,ㅉㅉㅉㅉㅉ
3236,9,"만약, 영화 '변호인'을 씹는다면 어떤 누군가들이 몰려들어 그러겠지 ""일베충이 깝친다고"" 이 영화를 칭찬하면 역시나 그러겠지 ""일베충을 위한 영화이며, 박부녀를 위한 영화"" 라고,,, 하지만 난 이 영화 괜찮게 봤다!! 영화 변호인은 부풀리기해도 역사 해석을 위한 감독의 실력이고, 국제시장이 하면 박부녀 찬양인가?"
3237,10,감독의 의도 영화 평론가의 애기 이렇다더라 저렇다더라를 떠나서 이 영화를 보고 웃고 울고 감동 받고 재미를 느낄수 있었습니다.개인적인 사견으로 영화는 영화일뿐 무언가 자꾸 의미를 부여하지 말았으면 합니다.
3238,10,젊은이들이여 부모들 기성세대가 이렀게 살아왔기에 오늘의 대한민국이 있는겁니다 이러한 줄거리를가지고  논평을 함부로 한다면 부모세대 그이상의세대를 부정하는것입니다 부모없이 태어난자식없듯이 어른들의 고생이 있었기에 오늘의 당신들이있는것이고  대한민국이 존재한다는 사실을 알았으면합니다
3239,1,니네고생은 고생도 아니라는 투로 노력충들의 마음만 따뜻하게 하는 영화
3240,10,그럭저럭 잼있었음
3241,0,자신들이 고생했으니 이젠 우리 고생하라고 비정규직 되는 걸 당연하게 받아들이게 되는 고마운 영화
3242,10,오랬만에 좋은영화감상..
3243,7,고생한 아버지들의 이야기입니다! 중간중간 시대적 인물들이 깨알 재미를 만들어 주는 영화!  눈물흘리다 웃다를 반복~ 정민씨 영화. 좋습니다^^
3244,9,오랫만에 훈훈한 가족이야기
3245,10,지루하지않고 보고나서 여운이 많이 남았어요~ 진짜 재밌어요 또 보고싶다는 생각 잘 안하는데 또 보고싶네요~
3246,10,변호인은 나와도 되고  국제시장은 나오면 안되나?
3247,0,긴말 안한다. 이런 영화는 좀 나오지마라
3248,2,"아무생각없이 보러갔는데 이건 코메디.신파.멜로 잡탕섞인 영화였다. 한국판 포레스트컴프를 표방하는 건지...뜬금없는 장면들이 많았고, 한국근현대사는 다 보여주려고 했으나 역사적으로 중요한 사실은 빠져있는..... 그냥 새마을 영화!!! 끝."
3249,0,수준이하
3250,9,재밌다..끝
3251,10,"내 아버지와 내가 살아왔고 살아가는 세대를 역사속에 녹여서 재미와 감동을 주었읍니다. 좋은 영화입니다. 저는 벌써 두번 보았읍니다. 친구와 한번, 가족과 한번요. 가족들과 같이 보시길 권합니다. "
3252,1,쓰레기영화다
3253,0,"이건 영화가 아님. 님아, 그강을 건너지 마오 를 보세요. "
3254,9,아버님 어머님  할아버지 할머님의 어려웠던 시절을 다시한번 느끼게 해줬던 영화.. 내가 어렸을때 보았던 장면들 영화로 다시보게되어서 뭉클... 큰 재미는 없지만 과거를 돌아보기에는 아주 좋은 영화입니다.. 수고하셨어요.
3255,9,12월이 다가고 있는데 국제시간 예고편만 보고있어요 빨리 한해가기전에 사랑하는 사람과 볼꺼예용~^^ 
3256,3,보면 재미는 있는데 보고 나서 미원 듬뿍 든 음식 먹은 느낌의 영화.
3257,0,수준이하.. 마이너스 주고싶다.
3258,10,아버지 세대의 자수성가 스토리... 정치색끼고 보는 종북좌파들은 자멸해라.... 이게 왜 비판 받아야 하는건지??? 솔직히 민주팔이들이 우리나라를 위해 한게 뭐가 있는데?? 산업화 시대가 일군것 그냥 얻어 먹고 축내던 것들이....맨날 불만 갖고 정부나 뒤엎으려는 것들이.. 니들이 한게 뭔데?
3259,10,이런 영화를  정치색 끼고 보는 사람들의 뇌구조가 궁금해지는  유쾌한  가족 영화
3260,0,.
3261,0,억지신파극
3262,0,마이너스 펑점은 없나? 대한뉘우스급의 영화!ㅋ
3263,10,영화 감동 ~ 정말 감명있게 봤다~ 이시대의 가장들 이영화보고 힘내세요~^^
3264,0,포레스트검프를 어설프게 배낌. 감독만의 고민이 없다.
3265,9,다 필요 없고....요즘 영화중 제일 재미가 있음.
3266,2,부모님 세대에 대한 예의라 생각해 본 영화 그 이상도 이하도 아님. 스토리는 없고 억지 감동 유발... 이산가족찾기에서 막순이 아니였으면 이 영화는 정말 감동이 없었을듯...
3267,0,애국심만 강조하는 수준이하의 신파극
3268,9,웃음과 감동 재밌게봤습니다 눈물이 핑 많이들 눈물 훔치시더라구요 강추합니다
3269,10,재미나넹 
3270,2,이걸 보지말고 보려면 차라리 호빗을 봐라. 그나마 시즌 중 제일 낫다.
3271,5,"주인공들의 연기력은 뛰어나네요,,, 다만 너무 많은 사건을 나열하고 일부 불편한 부분도 있네요^^^"
3272,9,힘든 삶을 사셨던분들 아버지가 생각나네요
3273,7,"아버님, 어머님이 보면 더 좋을 영화. 아~ 나도 아버지가 그립다. 많이 많이..."
3274,1,지금 이시점에 이런 영화를 만드는 감독은 제정신인지.. 힘든 시대를 사는 청년층에 관심 좀 가져라. 해운대. 시장 영화나 만들지 말고.
3275,10,우리 부모님이야기 입니다  이런감동적인 영화를 정치적으로 몰아가는 짐승만도 못한 인간들이 있네요
3276,10,"요즘같이 이기적인 생각들이 판치는  때, 가족의 소중함과  가장의어깨에 지어진 무게를 적절히 잘표현한 영화임다."
3277,0,실망스런영화
